num_distr,mouse.time,,,
5,1.2136145,,x1,5
5,1.1352701,,x2,10
5,1.6352714,,y1,1.655845159
5,1.3192134,,y2,1.833708185
5,1.2693464,,,
5,1.1858175,,slope,0.035572605
5,2.1024063,,,
5,2.6865025,,,
5,1.7027405,,,
5,1.5527947,,,
5,1.6237505,,,
5,1.9697296,,,
5,2.0032256,,,
5,1.1863053,,,
5,1.486112,,,
5,1.8033378,,,
5,1.0526279,,,
5,1.3204187,,,
5,1.6861632,,,
5,2.2680945,,,
5,1.7509331,,,
5,1.1013972,,,
5,0.9859478,,,
5,2.0691089,,,
5,1.4361491,,,
5,1.3868755,,,
5,1.2366568,,,
5,1.5862128,,,
5,2.4037679,,,
5,1.3357762,,,
5,1.48626,,,
5,1.8357149,,,
5,1.9666157,,,
5,2.3536296,,,
5,1.4701709,,,
5,1.970532,,,
5,1.2198851,,,
5,1.953663,,,
5,1.5532769,,,
5,2.0692065,,,
5,0.9868392,,,
5,1.0198809,,,
5,2.1681738,,,
5,1.5195053,,,
5,1.3860228,,,
5,0.1683555,,,
5,1.2521218,,,
5,1.2026505,,,
5,1.2368014,,,
5,2.0180648,,,
5,1.753066,,,
5,1.5861478,,,
5,2.1197999,,,
5,1.2365765,,,
5,1.8704606,,,
5,1.0205943,,,
5,1.9022172,,,
5,1.1526969,,,
5,1.0849777,,,
5,0.9869331,,,
5,2.7542043,,,
5,2.5017628,,,
5,2.5375567,,,
5,0.9508485,,,
5,3.5539551,,,
5,1.7428616,,,
5,1.2314077,,,
5,1.919919,,,
5,2.0891622,,,
5,2.1671848,,,
5,1.4025857,,,
5,1.7683971,,,
5,1.0331815,,,
5,1.653213,,,
5,1.1863501,,,
5,1.2197224,,,
5,1.9539878,,,
5,0.8364961,,,
5,1.4018596,,,
5,1.6521793,,,
5,1.7522667,,,
5,2.4014027,,,
5,7.538511,,,
5,1.085923,,,
5,1.9364744,,,
5,1.0029967,,,
5,1.1706411,,,
5,1.3028397,,,
5,1.8037286,,,
5,1.1016397,,,
5,1.2202871,,,
5,1.4178003,,,
10,3.7226882,,,
10,1.6911325,,,
10,1.2913293,,,
10,1.0250345,,,
10,1.8931198,,,
10,1.4895807,,,
10,1.8924705,,,
10,1.1428371,,,
10,2.4433818,,,
10,2.5752292,,,
10,1.6431002,,,
10,1.3095908,,,
10,2.4089169,,,
10,1.3580683,,,
10,1.1906342,,,
10,1.6922002,,,
10,1.4905199,,,
10,1.9743164,,,
10,1.6718122,,,
10,2.1018576,,,
10,3.1240121,,,
10,1.7753553,,,
10,1.3365782,,,
10,1.6731867,,,
10,4.1613919,,,
10,1.7096403,,,
10,3.5936444,,,
10,1.5934107,,,
10,2.1744599,,,
10,1.441583,,,
10,1.5425411,,,
10,1.9588459,,,
10,1.1566077,,,
10,1.7915198,,,
10,2.2076146,,,
10,1.3927041,,,
10,2.7098393,,,
10,1.9886359,,,
10,1.4428634,,,
10,2.1410829,,,
10,1.0252581,,,
10,2.2589435,,,
10,1.7592838,,,
10,2.3227515,,,
10,1.1077319,,,
10,1.1413459,,,
10,4.3562066,,,
10,1.6235337,,,
10,0.9236977,,,
10,1.2744536,,,
10,2.1091194,,,
10,1.9090908,,,
10,1.9870812,,,
10,1.2262315,,,
10,1.7589349,,,
10,1.2585228,,,
10,1.7250605,,,
10,1.6418526,,,
10,1.3429576,,,
10,0.7058902,,,
10,2.8099342,,,
10,1.1265035,,,
10,1.4766522,,,
10,1.2243208,,,
10,0.8929092,,,
10,0.9092183,,,
10,1.2741837,,,
10,1.743572,,,
10,2.1259478,,,
10,1.8418602,,,
10,2.2918769,,,
10,2.227217,,,
10,1.2747938,,,
10,2.0085377,,,
10,2.4107247,,,
10,3.0621437,,,
10,1.1907488,,,
10,1.8570733,,,
10,1.1754036,,,
10,1.857469,,,
10,3.0432674,,,
10,3.6923137,,,
10,2.543294,,,
10,1.4888895,,,
10,0.8933263,,,
10,1.7438222,,,
10,2.4264876,,,
10,1.7763645,,,
10,3.0547854,,,
10,1.1422293,,,
10,2.2260175,,,
10,2.4913396,,,
10,1.6072795,,,
10,2.2065993,,,
10,2.2409796,,,
10,1.6072819,,,
10,1.4917553,,,
10,2.3921269,,,
10,1.4250216,,,
10,1.4743001,,,
10,1.9733075,,,
10,0.5722466,,,
10,1.7879483,,,
10,1.5264433,,,
10,1.8749343,,,
10,1.093013,,,
10,1.9753319,,,
10,1.1074022,,,
